"prob_gron","prob_todd","prob_epcon","prob_u.asam","prob_u.dr"
4.42,17.73,0.08,0,0
1.43,2.57,0,0,0
2.33,6.33,0,0,0
18.09,29.81,12.89,0.57,0.5
0.72,1.22,0,0,0.01
1.06,0.1,0,0,0
5.01,13.46,1.55,0,0.01
1.67,4.4,0,0,0
0.79,1.57,0.04,0,0
11.29,26.73,5.66,0.07,0.04
0,0,0,0,0
1.09,0,0,0,0
9.47,33.22,0.81,0,0.02
2.16,4.98,0.28,0,0
26.88,43.43,20.22,0.98,0.75
46.39,56.66,40.39,8.71,7.15
5.22,10.05,3.42,0.15,0.12
1.71,3.73,0,0,0
0,0,0,0,0
0.22,0,0,0,0
0.12,0,0,0,0
0.36,0.21,0,0,0
0.23,0,0,0,0
57.7,77.41,47.79,0.23,0.31
0.49,0.09,0,0,0
2.29,5.34,0.46,0,0
2.25,7.48,0.01,0,0
0.57,0.85,0,0,0
12.16,35.74,3.24,0,0
0,0,0,0,0
4.46,19.87,0,0,0
2.71,7.62,0.76,0,0
0,0,0,0,0
6.25,21.31,0.74,0,0
1.03,0,0,0,0
0.87,0.01,0,0,0
0.12,0,0,0,0
2.15,8.73,0,0,0
2.88,8.26,0.71,0,0
1.75,5.39,0.02,0,0
0.87,0.11,0,0,0
0.3,0,0,0,0
2.33,6.39,0,0,0
0,0,0,0,0
11.07,40.36,0.05,0,0
0,0,0,0,0
1.24,0.03,0,0,0
3.01,9.7,0.05,0,0
7.47,15.5,4.31,0.06,0.06
1.15,2.35,0.07,0,0
11.65,39.3,1.42,0,0
3.41,8.24,0.97,0,0
0.4,0.26,0,0,0
6.48,17.14,2.31,0,0
0.94,0.72,0,0,0
1.69,2.65,0,0,0
11.45,27.34,4.82,0,0.01
8.53,29.7,0.95,0,0
6.17,10.2,4.15,0.31,0.31
1.3,0.25,0,0,0
3.52,8.92,1.27,0,0
2.05,6.18,0,0,0
12.25,21.43,7.95,0.27,0.22
1.13,3.12,0.13,0,0
1.02,2.79,0.01,0,0
0,0,0,0,0
4.78,16.07,0.38,0,0
0.06,0,0,0,0
0.17,0,0,0,0
0,0,0,0,0
1.15,0,0,0,0
0.24,0.01,0,0,0
1.07,0,0,0,0
0,0,0,0,0
5.45,13.89,1.98,0,0
19.13,41.15,9.72,0.02,0.03
1.5,3.59,0.28,0,0
0.12,0.04,0,0,0
12.76,23.58,7.45,0.08,0.07
7.47,14.52,4.17,0.1,0.1
3.48,13.48,0.18,0,0
6.97,28.75,0.22,0,0
0.05,0,0,0,0
0.48,0.63,0,0,0
4.78,24.3,0,0,0
2.65,9.53,0,0,0
0.78,1.58,0,0,0
0.08,0,0,0,0
19.91,33.66,13.75,0.27,0.3
1.38,2.83,0,0,0
1.71,4.75,0.02,0,0
7.61,32.75,0.18,0,0
1.04,1.98,0,0,0
21.84,43.1,12.72,0.03,0.06
2.01,5.23,0,0,0
2.09,7.3,0,0,0
0,0,0,0,0
1.03,0.14,0,0,0
1.3,2.97,0.42,0,0
0.31,0,0,0,0
1.42,2.51,0,0,0
0.62,0.03,0,0,0
0.57,0.35,0,0,0
1.87,4.29,0.34,0,0
6.44,27.77,0.13,0,0
0.09,0,0,0,0
0,0,0,0,0
3.65,9.12,1.2,0,0.01
7.91,26.95,1.08,0,0
0.44,0,0,0,0
13.92,43.98,0.67,0,0
0,0,0,0,0
2.54,7.63,0.39,0,0
1.8,4.77,0,0,0
2.08,6.03,0.31,0,0
3.9,19.74,0,0,0
0.12,0,0,0,0
0.86,1.83,0.02,0,0
3.14,8.43,0.71,0,0
9.47,18.69,5.4,0.11,0.08
1.44,3.82,0.03,0,0
1.12,0.07,0,0,0
3,14.59,0,0,0
1.01,0,0,0,0
0,0,0,0,0
1.85,5.58,0.07,0,0
0,0,0,0,0
0.59,1.43,0.23,0,0
0.69,2.28,0.19,0,0
1.12,0,0,0,0
0.28,0,0,0,0
4.37,12.13,0.99,0,0
1.79,4.73,0.05,0,0
16.01,43.99,4.26,0,0
2.04,5.7,0,0,0
1.11,0,0,0,0
16.01,42.06,5.58,0,0.01
0.35,0,0,0,0
4.39,8.9,2.29,0.03,0.02
8.93,25.07,2.82,0.01,0.06
1.04,0,0,0,0
14.47,35.02,7.29,0.02,0.02
1.03,0,0,0,0
1.04,0,0,0,0
3.48,9.17,1.21,0,0
4.9,10.61,2.05,0,0.02
0.41,0.04,0,0,0
0.67,0.99,0,0,0
32.04,60.62,17.9,0,0.01
6.44,27.66,0.1,0,0
0.18,0,0,0,0
29.18,54.83,18,0.01,0.04
2.67,9.04,0.16,0,0
1.05,0,0,0,0
5.86,29.78,0,0,0
5.88,15.75,1.12,0,0
6.65,13.21,3.48,0.07,0.08
0.21,0,0,0,0
2.01,5.72,0.03,0,0
3.81,9.43,1.18,0,0
0.03,0,0,0,0
0.27,0.07,0,0,0
0.1,0,0,0,0
1.61,3.43,0,0,0
37.47,63.43,26.81,0.03,0.03
0.12,0,0,0,0
4.02,19.79,0,0,0
1.22,1.27,0,0,0
2.88,9.71,0.26,0,0
15.12,35.69,7.32,0,0.04
0.01,0,0,0,0
5.15,16.28,1.31,0,0.01
0.23,0,0,0,0
7.53,40.47,0,0,0
0.36,0.41,0,0,0
0.02,0,0,0,0
1.58,4.15,0.78,0.01,0.02
3.05,10.45,0.28,0,0
5.74,18.32,0.72,0,0.01
13.7,42.16,0.64,0,0
1.1,0.95,0,0,0
0.55,0.47,0,0,0
6.92,19.88,2.14,0,0
1.09,0,0,0,0
1.18,0,0,0,0
0.77,0.16,0,0,0
1.21,3.4,0.12,0,0
1.19,1.25,0,0,0
0,0,0,0,0
1.74,5.67,0.15,0,0
4.34,10.75,1.69,0,0
1.74,5.29,0.14,0,0
0.09,0.02,0,0,0
2.97,8.12,0.93,0,0
0.72,1.22,0.01,0,0
1.1,0,0,0,0
0.04,0,0,0,0
7.31,17.08,3.06,0.08,0.09
0.17,0.03,0,0,0
17.27,36.57,9.33,0.03,0.05
0.84,1.54,0,0,0
0,0,0,0,0
20.67,37.4,13.27,0.18,0.25
0.33,0.27,0,0,0
4.22,19.1,0,0,0
46.48,69.71,35.59,0.04,0.16
3.42,14.27,0,0,0
2.06,6.13,0.06,0,0
1.3,0,0,0,0
4.62,19.72,0,0,0
2.84,11.7,0,0,0
8.69,24.14,2.17,0,0
10.95,39.54,0,0,0
0,0,0,0,0
1.02,0,0,0,0
1.15,0,0,0,0
2.08,6.03,0.45,0,0.01
0,0,0,0,0
1.06,0,0,0,0
5.86,28.55,0,0,0
1.57,4.08,0.3,0,0.02
25.08,38.74,18.61,0.67,0.6
0.34,0.41,0,0,0
0,0,0,0,0
1.14,2.81,0.2,0,0
0,0,0,0,0
1.17,0.02,0,0,0
13.05,20.81,8.76,0.43,0.35
52.59,66.36,44.87,6.07,5.22
0.21,0,0,0,0
0.45,1.13,0.03,0,0
1.17,0.53,0,0,0
0,0,0,0,0
1.54,3.15,0,0,0
0.16,0.02,0,0,0
0.05,0,0,0,0
0.33,0,0,0,0
1.25,0.04,0,0,0
0.01,0,0,0,0
12.9,42.43,0.42,0,0
0.57,0,0,0,0
1.33,3.62,0,0,0
0.82,1.68,0.08,0,0
0.24,0.05,0,0,0
11.5,29.05,4.5,0,0.01
0,0,0,0,0
1.13,0,0,0,0
1.02,0,0,0,0
7.84,26.7,0.71,0,0
52.05,71.43,41.52,0.39,0.65
1.06,0.29,0,0,0
2.66,7.75,0.33,0,0
0.63,0.06,0,0,0
0.04,0,0,0,0
17.68,46.43,5.81,0,0
1.61,3.96,0.05,0,0
4.35,20.59,0,0,0
0.09,0.01,0,0,0
4.23,15.11,0.24,0,0
0.96,0,0,0,0
0,0,0,0,0
3.53,15.27,0,0,0
1.12,0.05,0,0,0
19.44,45.82,8.63,0.01,0
0,0,0,0,0
11.81,39.87,0.87,0,0.01
6.49,19.24,1.86,0,0
0.5,1.37,0.07,0,0
1.68,0.05,0,0,0
1.8,4.65,0.28,0,0
0.02,0,0,0,0
0.1,0.01,0,0,0
2.08,6.17,0,0,0
10.76,26.49,4.37,0,0.01
1.29,0,0,0,0
27.05,56.15,12.28,0,0.03
1.03,2.5,0.05,0,0
1.56,4.4,0.12,0,0
2.73,16.83,0,0,0
12.18,18.59,9.5,0.97,0.85
40.8,67.31,29.96,0,0.05
2.54,10.2,0.15,0,0
0.65,1.18,0,0,0
0,0,0,0,0
0,0,0,0,0
3.2,9.98,0.55,0,0
3.3,11.11,0.18,0,0
4.83,11.86,1.43,0,0
0.2,0.28,0,0,0
0.55,1.55,0.1,0,0
1.06,0.08,0,0,0
0,0,0,0,0
0.4,0.14,0,0,0
9.06,30.26,0.9,0,0
0.18,0,0,0,0
9.34,22.73,4.25,0,0
1.03,0.83,0,0,0
0.46,0.77,0.01,0,0
4.23,9.44,2.03,0.01,0.01
0.89,0,0,0,0
2.47,7.79,0.08,0,0
1.53,3.13,0.01,0,0
16.11,34.86,9.16,0.09,0.09
7.77,14.72,5.22,0.06,0.06
12.65,42.51,0.92,0,0
0,0,0,0,0
56.35,80.7,46.57,0,0.04
1.18,2.55,0,0,0
9.85,32.79,1.5,0,0
22.71,53.1,9.74,0,0.05
5.81,15.13,2.46,0.02,0
0.7,0.02,0,0,0
13.32,26.54,7.72,0.1,0.1
1.38,0.35,0,0,0
5.09,17.43,0.67,0,0
1.06,0,0,0,0
1.06,0,0,0,0
9.55,37.82,0.14,0,0
0.38,0.5,0,0,0
16.65,24.83,11.83,0.66,0.61
10.14,20.03,5.75,0.07,0.11
2.18,6.15,0.03,0,0
21.26,52.59,5.73,0,0
0.19,0.26,0,0,0
0,0,0,0,0
0,0,0,0,0
5.85,13.09,2.3,0,0.01
1.63,4.12,0,0,0
1.07,0,0,0,0
3.46,12.03,0.08,0,0
3.86,14.38,0.1,0,0
0.63,0.05,0,0,0
3.02,10.38,0.25,0,0
2.43,8.48,0.03,0,0
23.17,46.44,12.79,0.12,0.09
0.38,0.44,0,0,0
0.79,1.39,0.02,0,0
15.7,45.03,2.99,0,0.02
100,100,83.83,0.06,0.72
0.8,0.25,0,0,0
1.19,0,0,0,0
14.25,24.74,10.04,0.42,0.43
0.34,0.17,0,0,0
48.58,67.31,38.03,1.68,1.56
0.45,0.06,0,0,0
1.04,0.45,0,0,0
0.13,0,0,0,0
0.16,0.17,0,0,0
0.5,0.11,0,0,0
2.95,11.51,0,0,0
3.37,10.14,0.22,0,0
1.26,0,0,0,0
0.29,0,0,0,0
4.78,15.29,0.8,0,0
3.6,15.17,0,0,0
0.59,0.04,0,0,0
1.4,0.97,0,0,0
1.01,0,0,0,0
8.75,18.84,4.72,0.03,0.02
0.23,0,0,0,0
6.58,16.86,2.18,0,0.01
3.09,12.1,0,0,0
15.5,27.79,10.21,0.3,0.28
0,0,0,0,0
5.93,30.6,0,0,0
1.08,2.16,0.01,0,0
1.13,3.08,0.12,0,0
1.15,0,0,0,0
0,0,0,0,0
11.33,22.8,6,0.04,0.1
5.85,27.69,0,0,0
1.8,3.95,0,0,0
1.48,3.03,0.07,0,0
5.07,21.76,0.19,0,0
0.52,0.06,0,0,0
0.81,0,0,0,0
9.9,26.05,4.24,0,0.02
2.11,5.03,0.56,0,0
0,0,0,0,0
0.88,1.89,0.01,0,0
23.3,56.69,3.68,0,0.02
0.91,2.34,0.14,0,0
0,0,0,0,0
0.08,0,0,0,0
0.13,0.13,0,0,0
0,0,0,0,0
2.37,10.18,0,0,0
24.52,54.99,10.61,0,0
0.26,0.24,0,0,0
2.66,9.17,0,0,0
1.58,3.02,0,0,0
3.49,20.58,0,0,0
3.17,10.06,0.08,0,0
2.83,7.5,0.43,0,0
2.58,12.74,0,0,0
0.2,0,0,0,0
0.08,0.08,0,0,0
0.89,0.8,0,0,0
38.46,65.61,31.16,0,0.03
1.8,4.44,0.01,0,0
0.77,0,0,0,0
64.06,82.49,60.66,0,0.03
1.92,5.27,0.4,0,0
2.91,8.22,0.55,0,0
2.49,9.49,0,0,0
1.02,0.91,0,0,0
19.16,45.29,8.03,0,0.02
0.25,0.1,0,0,0
3.44,15.48,0,0,0
0.31,0.42,0,0,0
1.38,1.6,0,0,0
14.1,36.93,5.63,0,0.01
0.39,0.05,0,0,0
0.09,0,0,0,0
2.89,10.19,0.13,0,0
1.26,1.83,0,0,0
1.73,3.51,0,0,0
0.57,0.01,0,0,0
2.29,0,0,0,0
2.93,7.52,0.5,0,0
2.74,14.39,0,0,0
0.81,1.51,0.02,0,0
6.88,25.37,0.29,0,0
7.19,21.86,2.07,0,0
6.51,13.01,3.81,0.14,0.13
1.58,4.76,0.1,0,0
5.37,17.72,0.93,0,0
0.02,0,0,0,0
1.48,1.08,0,0,0
0.28,0.09,0,0,0
2.09,5.81,0.26,0,0
2.09,5.92,0,0,0
14.11,41.06,3.33,0,0
1.02,0.12,0,0,0
1.67,3.92,0,0,0
1.45,1.45,0,0,0
5.21,13.22,1.9,0,0.01
0.77,0,0,0,0
1.33,0,0,0,0
1.99,6.01,0,0,0
1.03,0.54,0,0,0
1.73,4.54,0.05,0,0
8.68,28.16,2.01,0,0
6.07,15.01,2.56,0,0
0.17,0.18,0,0,0
20.7,34.65,14.41,0.24,0.26
4.81,8.71,2.3,0.11,0.06
1,0,0,0,0
2.1,5.63,0.14,0,0
5.68,15.23,1.95,0,0
1.26,2,0,0,0
1.62,4.24,0.04,0,0
3.04,18.68,0,0,0
12.89,42.74,0.76,0,0
0,0,0,0,0
1.18,2.97,0.01,0,0
1.74,3.7,0.81,0.02,0
0,0,0,0,0
1.01,0,0,0,0
1.18,0.02,0,0,0
0.81,0,0,0,0
1.19,0.55,0,0,0
2.73,8.82,0.18,0,0
1.08,0,0,0,0
23.75,53.21,10.28,0,0.01
0.42,0.27,0,0,0
2.3,6.51,0.04,0,0
0.89,0.05,0,0,0
23.17,44.62,15.17,0.02,0.05
4.07,9.92,1.46,0.01,0.01
18.88,34.99,12.04,0.24,0.28
0.38,0,0,0,0
33.56,62.87,20.38,0.02,0.1
5.13,19.95,0.14,0,0
13.78,42.83,0.78,0,0
1.2,0,0,0,0
0.94,0.17,0,0,0
0.37,0,0,0,0
0.67,0.51,0,0,0
4.62,11.23,1.56,0,0.01
0.15,0,0,0,0
1.8,4.59,0.3,0,0
0.04,0.04,0,0,0
1.02,0.14,0,0,0
6.07,14.93,2.5,0.01,0.01
29.02,59.37,6.55,0,0
1.33,0.03,0,0,0
3.69,18.36,0,0,0
0.71,0.48,0,0,0
3.44,8.17,1.02,0,0.01
3.74,19.38,0,0,0
1.24,3.32,0.01,0,0
2.88,9.31,0.76,0,0
2.02,2.93,0,0,0
1.14,0,0,0,0
3.19,8.45,0.78,0,0
0.62,1.14,0.02,0,0
0,0,0,0,0
3.96,15.77,0,0,0
0.18,0.04,0,0,0
1.65,4.15,0.03,0,0
1.47,2.26,0,0,0
1.37,2.66,0,0,0
5.54,28.58,0,0,0
1.35,1.27,0,0,0
2.38,8.71,0.09,0,0
0.65,1.26,0,0,0
23.97,56.91,5.86,0,0.01
2.02,6.51,0.05,0,0
13.9,36.74,5.34,0,0.02
0.59,0.1,0,0,0
27.71,55.84,15.34,0,0.01
0,0,0,0,0
0.99,0,0,0,0
10.63,39.85,0,0,0
2.38,8.01,0.03,0,0
0.76,0.2,0,0,0
3.02,10.37,0.01,0,0
0.24,0,0,0,0
1.31,0.1,0,0,0
0.04,0,0,0,0
3.54,12.99,0.04,0,0
0.67,0.47,0,0,0
2.59,10.2,0,0,0
23.54,54.04,8.94,0,0.03
29.44,53.25,18.98,0.05,0.12
1.17,0,0,0,0
0,0,0,0,0
23.37,38.39,16.51,0.54,0.52
1.15,2.13,0.01,0,0
5.4,23.22,0.02,0,0
0.04,0.03,0,0,0
18.44,31.66,13.02,0.22,0.23
2.22,6.43,0.38,0,0
0.08,0.13,0,0,0
10.69,37.21,1.21,0,0
0,0,0,0,0
0.19,0.07,0,0,0
3.42,10.04,0.19,0,0
15.16,43.19,3.86,0,0.03
2.28,6.28,0.16,0,0
1.08,0.83,0,0,0
29.85,60.39,3.88,0,0
10.91,26.3,4.48,0,0.01
0.85,0.68,0,0,0
0.22,0.04,0,0,0
2.31,5.89,0.33,0,0.01
0.62,0.08,0,0,0
16.54,39.39,7.4,0,0.01
1.4,1.6,0,0,0
40.5,63.97,30.34,0.23,0.46
3.45,8.29,1.55,0.01,0.04
1.18,1.59,0,0,0
1.92,6.17,0.1,0,0
7.93,16.62,4.61,0.14,0.14
18.66,48.31,6.73,0,0
0.58,0.07,0,0,0
15.63,40.31,0.91,0,0
1.23,3.19,0.08,0,0
1.67,3.17,0.01,0,0
4.94,16.53,0.52,0,0
16.38,34.23,8.93,0.04,0.05
32.47,60.65,18.94,0,0.03
0.43,0.03,0,0,0
0.03,0,0,0,0
1.41,4.05,0.15,0,0
0.83,0.14,0,0,0
1.59,3.48,0,0,0
10.44,22.66,5.03,0.01,0.03
0,0,0,0,0
0.13,0,0,0,0
1.01,0,0,0,0
0.97,0.04,0,0,0
0,0,0,0,0
1.08,0,0,0,0
3.7,15.84,0.15,0,0
0,0,0,0,0
3.8,11.82,0.55,0,0
3.9,9.16,1.11,0,0.01
1.98,4.57,0,0,0
3.38,8.15,1.33,0.02,0.01
4.65,14.2,0.99,0,0
1.46,2.17,0,0,0
18.58,34.28,11.72,0.12,0.08
2.63,13.84,0,0,0
0,0,0,0,0
1.89,3.72,0,0,0
0.23,0.14,0,0,0
12.37,25.65,6.76,0.07,0.08
0,0,0,0,0
0,0,0,0,0
5.9,15.19,2.48,0.03,0.09
1.8,4.16,0,0,0
9.11,33.75,0.25,0,0
0.22,0,0,0,0
0.48,0.52,0,0,0
1.25,0,0,0,0
44.83,68.16,34.52,0.1,0.27
0,0,0,0,0
0.09,0,0,0,0
9.9,37.74,0.41,0,0
0.22,0,0,0,0
7.5,18.62,2.66,0.03,0.03
0.76,0.08,0,0,0
3.68,20.28,0,0,0
0.4,0.14,0,0,0
1.08,0,0,0,0
11.41,38.48,1.44,0,0
1.16,0,0,0,0
0.28,0.05,0,0,0
9.06,20.25,4.12,0.02,0.03
0.05,0.01,0,0,0
0.1,0.07,0,0,0
6.81,29.84,0.09,0,0
1.26,2.71,0,0,0
2.29,6.83,0.51,0,0
0.72,1.56,0.16,0,0
1.96,4.58,0,0,0
2.73,8.21,0.33,0,0.01
2.7,7.68,0.59,0,0.01
7.33,22.2,1.63,0,0
7.71,18.3,3.39,0.01,0.02
7.99,25.27,1.02,0,0
7.34,37.32,0,0,0
21.08,31.85,15.7,0.85,0.87
1.38,2.04,0,0,0
3.25,13.51,0.02,0,0
36.05,58.55,25.42,0.05,0.12
7.29,18.85,2.62,0,0
2.59,8.67,0.09,0,0
0.79,0.93,0,0,0
33.46,53.05,24.62,0.39,0.44
1.01,0,0,0,0
0,0,0,0,0
0.43,0.46,0,0,0
18.17,59.31,1.98,0,0.01
13.43,42.95,0.53,0,0
0,0,0,0,0
0,0,0,0,0
2.24,6.76,0,0,0
3.65,14.97,0.08,0,0
4.68,16.92,0.38,0,0
0.14,0.01,0,0,0
4.67,21.08,0,0,0
0.62,0.09,0,0,0
4.92,25.52,0,0,0
1.11,1.29,0,0,0
7.62,26.64,0.85,0,0
12.49,33.66,4.26,0,0.03
11.32,39.71,0.1,0,0
1,0.09,0,0,0
0.64,0.08,0,0,0
0.06,0,0,0,0
1.25,0.02,0,0,0
0.72,1.81,0.14,0,0
27.78,56.4,16.15,0,0.02
4.63,15.18,0.41,0,0
2.45,9.77,0,0,0
1.08,0.86,0,0,0
14.19,39.26,0.14,0,0
0.03,0,0,0,0
2.12,6.25,0.01,0,0
0,0,0,0,0
0.56,0.03,0,0,0
1.42,2.54,0,0,0
1.27,2.46,0,0,0
0.71,0.52,0,0,0
1.07,0,0,0,0
16.22,36.37,7.16,0.02,0
0.35,0.03,0,0,0
5.78,15.99,1.51,0,0
10.52,31.07,3.51,0,0.01
2.27,6.94,0,0,0
0.74,0.56,0,0,0
1.15,0.1,0,0,0
1.23,0.13,0,0,0
0.41,0.89,0.03,0,0
2.05,4.05,0,0,0
1.91,6.02,0.04,0,0
2.3,8.38,0,0,0
1.1,0,0,0,0
6.51,35.68,0,0,0
2.73,10.17,0.11,0,0
0,0,0,0,0
10.53,26.63,5.23,0.01,0
12.17,37.79,2.07,0,0.01
0.7,1.4,0.09,0,0
0.28,0,0,0,0
1,0,0,0,0
1.46,3.91,0.22,0,0
2.11,5.7,0.21,0,0
41.79,69.4,31.37,0,0.01
0,0,0,0,0
2.82,9.72,0.11,0,0
5.29,14.62,1.82,0,0
16.5,36.54,7.56,0.01,0.04
1.66,2.22,0,0,0
10.34,22.14,4.69,0.08,0.04
0.7,1.42,0.01,0,0
0.38,0.01,0,0,0
0,0,0,0,0
2.23,6.15,0.04,0,0
0.54,0,0,0,0
2.71,7.29,0.64,0,0
8.09,35.47,0.04,0,0.01
0,0,0,0,0
0.07,0.04,0,0,0
7.59,30.25,0.13,0,0
1.01,0,0,0,0
1.74,4.87,0.05,0,0
2.22,6.24,0.52,0,0
1.07,0.86,0,0,0
0.05,0.01,0,0,0
0,0,0,0,0
1.78,3.96,0,0,0
2.36,7.36,0.08,0,0
4.11,17.11,0.06,0,0
1,0.09,0,0,0
7.63,20.86,1.97,0,0.01
0.07,0,0,0,0
0.26,0.03,0,0,0
0.65,0.03,0,0,0
3.75,12.32,0.21,0,0
6.09,17.15,1.78,0,0
2.89,11.2,0,0,0
0,0,0,0,0
4.2,14.19,0.31,0,0
0.65,0,0,0,0
3.62,14.99,0,0,0
7.05,35.1,0.02,0,0
2.38,6.44,0.16,0,0
5.49,10.5,3.45,0.05,0.07
16.73,46.89,3.39,0,0
12.34,33.73,4.32,0,0.01
12.38,39.78,0,0,0
20.59,41.68,12.55,0.01,0.04
4.12,13.44,0.15,0,0
6.76,20.51,1.32,0,0
5.16,13.92,1.08,0,0
1,0.61,0,0,0
0,0,0,0,0
2.17,6.1,0.11,0,0
0.76,1.77,0.03,0,0
4.25,11.88,1.03,0,0.04
19.84,41.53,10.57,0.02,0.06
2.58,7.47,0.03,0,0
21.75,59.37,1.77,0,0
2.39,7.59,0,0,0
0.38,0.34,0,0,0
39.14,57.71,30.77,0.68,0.7
0.59,1.36,0,0,0
1.02,1.87,0,0,0
6.81,14.22,3.57,0.03,0.03
0.01,0,0,0,0
1.11,0.51,0,0,0
1.58,4.25,0.02,0,0
7.66,21.92,1.95,0,0.01
14.55,34.45,6.62,0,0.02
3.82,16.94,0,0,0
8.73,15.2,5.26,0.19,0.14
2.23,6.71,0.06,0,0
11.79,22.45,7.4,0.11,0.16
1.17,2.2,0.02,0,0
1.55,4.06,0,0,0
1.42,2.46,0,0,0
2.57,10.39,0,0,0
5.11,10.48,2.47,0.01,0.04
1.2,3.65,0.1,0,0
4.2,20.07,0,0,0
0.16,0,0,0,0
1.1,0.43,0,0,0
37.91,65.25,26.99,0.05,0.12
0.39,0.82,0.08,0,0
0.1,0,0,0,0
0,0,0,0,0
1.29,0,0,0,0
5.45,24.06,0.13,0,0
1.2,1.11,0,0,0
1.17,0.07,0,0,0
21.71,45.49,12.01,0.06,0.11
0.99,0,0,0,0
1.49,3.15,0,0,0
1.22,1.88,0,0,0
0.58,0.02,0,0,0
2.25,8.1,0.02,0,0
3.64,12.66,0.24,0,0
1.23,0,0,0,0
9.79,24.23,4.2,0,0
0,0,0,0,0
5.5,12.81,2.44,0.05,0.08
14.91,31.52,8.09,0.08,0.09
2.07,5.99,0.22,0,0
10.03,40.6,0,0,0
2.61,7.74,0.04,0,0
1.54,3.14,0,0,0
3.04,9.47,0.17,0,0
4.79,17.83,0.21,0,0
1.79,5.11,0.38,0,0
0.21,0.17,0,0,0
1.54,3.69,0.02,0,0
8.32,20.21,3.6,0,0.01
0.85,1.69,0,0,0
5.37,13.85,1.53,0,0.01
0.26,0.34,0,0,0
0,0,0,0,0
0,0,0,0,0
0.14,0.23,0,0,0
1.36,3.35,0.02,0,0
1.11,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3.42,10.3,0.51,0,0
4.3,19,0,0,0
2.61,7.09,0.45,0,0
0,0,0,0,0
0.38,0.38,0,0,0
1.77,4.33,0,0,0
1.11,0,0,0,0
6.96,17.28,2.61,0,0.03
13.8,43.82,0.71,0,0
3.92,10.71,1.08,0,0.02
4.75,23.03,0,0,0
1.55,3.99,0.13,0,0
7.64,19.46,3.13,0,0
6.47,20.18,0.97,0,0
0.66,0.01,0,0,0
6.54,28.4,0.1,0,0
0.59,0.08,0,0,0
1.26,0.29,0,0,0
2.59,7,0.64,0,0
2.14,8.24,0,0,0
9.36,32.77,1.16,0,0.01
38.26,56.7,30.12,1.21,1.04
3.59,19.61,0,0,0
15.26,37.97,5.58,0,0
1.27,3.35,0.22,0,0
4.32,18.55,0.03,0,0
2.82,9.49,0.16,0,0
0.09,0.1,0,0,0
1.09,0,0,0,0
1.95,2.28,0,0,0
0,0,0,0,0
0.54,0.77,0,0,0
4.35,8.78,2.19,0.06,0.06
0.8,1.29,0,0,0
0,0,0,0,0
48.8,69.48,38.39,0.59,0.74
3.1,16.01,0,0,0
13.19,32.08,5.06,0.01,0.03
3.77,16.96,0.02,0,0
19.42,45.28,9.28,0,0.02
0,0,0,0,0
17.75,37.17,10.2,0.04,0.09
0.42,0.09,0,0,0
1.4,3.1,0.24,0,0
1.02,0,0,0,0
7.14,23.77,0.81,0,0
3.09,9,0.1,0,0.01
31.2,54.64,22.31,0.09,0.19
4.13,8.8,2.15,0.08,0.05
1.98,3.25,0,0,0
11.85,30.77,4.99,0,0.01
7.49,19.41,2.56,0,0
0.96,2.06,0.02,0,0
0.38,0.06,0,0,0
0.94,1.42,0,0,0
0.01,0,0,0,0
26.24,48.26,16.07,0,0.02
0.21,0.16,0,0,0
0.02,0,0,0,0
0.16,0.02,0,0,0
1.8,5.05,0.05,0,0
20.63,38.31,12.89,0.07,0.09
1.12,2.8,0.06,0,0
20.94,48.4,8.74,0,0
1.07,0.6,0,0,0
0.98,0,0,0,0
0.03,0,0,0,0
0.47,0,0,0,0
0,0,0,0,0
0.39,0.72,0,0,0
1.15,3.41,0,0,0
1.5,4.12,0.04,0,0
15.9,44.15,3.88,0,0.01
0.46,0.36,0,0,0
1.33,3.34,0,0,0
2.17,5.66,0.47,0,0
14.88,39.72,0.92,0,0
8.99,19.19,5.21,0.07,0.05
9.86,22.59,4.32,0,0.02
0.01,0,0,0,0
0.39,0.01,0,0,0
21.99,45,12.13,0,0.09
0.95,0.02,0,0,0
0.33,0.05,0,0,0
4.01,16.92,0,0,0
0,0,0,0,0
0.78,0.07,0,0,0
0,0,0,0,0
3.61,9.5,0.86,0,0
1.11,1.45,0,0,0
9.67,18.35,5.89,0.16,0.17
17.08,41.93,6.78,0,0
1.14,0,0,0,0
1.75,4.88,0.2,0,0
1.19,0.51,0,0,0
0,0,0,0,0
0.93,2,0.03,0,0
7.23,25.97,0.54,0,0
2.71,8.52,0.12,0,0
8.39,19.91,3.76,0.01,0.01
2.76,19.82,0,0,0
1.27,2.48,0.01,0,0
0.68,0,0,0,0
1.76,4.62,0.09,0,0
2.45,7.13,0.08,0,0
0.18,0,0,0,0
12.94,39.59,0,0,0
1.4,3.4,0.01,0,0
0,0,0,0,0
13.45,38.87,2.83,0,0.01
0,0,0,0,0
11.17,21.67,6.47,0.07,0.09
0,0,0,0,0
0.06,0,0,0,0
3.71,11.5,0.51,0,0
3.92,10.62,1.16,0,0.05
1.15,0,0,0,0
0.01,0,0,0,0
6.2,15.52,1.96,0,0
3.93,11.85,0.81,0,0.01
14.88,40.5,1.52,0,0
0.77,0,0,0,0
0.56,0,0,0,0
0.98,1.95,0,0,0
4.07,18.6,0.02,0,0
0.85,0.73,0,0,0
8.33,17.66,3.85,0.01,0
